Provider_Id,ProviderName,DBAName
55881,Monitor Cooperative Telephone Company,MonitorTelecom
55884,Home Telephone Co.,HomeTelephoneCo
55885,"Nushagak Electric & Telephone Cooperative, Inc.",Nushagak Electric & Telephone Cooperative Inc
55888,"TOWERSTREAM, INC.",Towerstream
55889,"Florida WiFi, LLC","Florida WiFi, LLC"
55890,West Wisconsin Telcom Cooperative Inc,West Wisconsin Telcom Cooperative Inc
55891,West Wisconsin Telcom Cooperative Inc,24-7 Telcom
55892,Easton Utilities Commission,Easton Cable
55892,Easton Utilities Commission,Eeaston Cable
55893,"Westel, Inc",Westel Inc
55897,Baraga Telephone Company,Baraga Telephone
55900,"Conterra Ultra Broadband, LLC",Conterra
55904,FARMERS MUTUAL TELEPHONE COMPANY,FARMERS MUTUAL TELEPHONE COMPANY
55905,City of Russellville Electric Plant Boar,City of Russellville Electric Plant Boar
55906,"HOOD CANAL TELEPHONE CO., INC.",Hood Canal Communications
55907,Baraga Telephone Company Inc.,Baraga Telephone
55908,Range Telephone Cooperative,RANGE CLEC
55910,LOCAL ACCESS NETWORK LLC dba Milaca Local Link,Milaca Local Link
55911,"Vermont Telephone Co., Inc",Vermont Telephone Company
55912,Range Telephone Cooperative,RANGE MT
55912,Range Telephone Cooperative,RANGE WY
55913,Federated Telephone Cooperative,Federated Telephone Cooperative
55916,"MT Networks, LLC","MT Networks, LLC"
55921,Valley Telephone Company,Valley Telephone
55923,Federated Telephone Cooperative,Federated Telephone Cooperative
55925,"Rothsay Telephone Company, Inc.",ROTHSAY TELEPHONE
55926,Big River Broadband,Big River Broadband
55927,Chickasaw Telephone Company,Chickasaw Telephone Comapny
55927,Chickasaw Telephone Company,Chickasaw Telephone Company
55930,Park Region Mutual Telephone Company,Park Region Telephone
55941,Cruzio Media Inc.,Cruzio Internet
55946,Plant Telephone Company,Plant Telephone Company
55949,"Valley Telecommunications Cooperative Association, Inc",Valley Telecommunications
55950,"IAMO Communications, Inc.",IAMO Telephone Company
55952,"IAMO Communications, Inc.",IAMO Telephone Company
55953,"Cable Communications of Willsboro, Inc",Cable Communications of Willsboro
55955,JMZ CORPORATION,KwiKom Communications
55957,Allamakee-Clayton Electric Cooperative Inc,"Allamakee-Clayton Electric Cooperative, Inc."
55958,Inter-County Cable Company,Inter-County Cable Company
55961,"Wabash Telephone Cooperative, Inc",ILLINOIS FIBER CONNECT
55962,"Unified Communications, Inc.",ZochNet
55963,"Valley Communications, Inc. d/b/a Valley FiberCom",Valley Fibercom
55964,"Express Dial Internet, Inc.",KWISP
55965,Air Advantage,"Air Advantage, LLC"
55966,Montrose Mutual Telephone Company,Montrose Mututal Telephone Company
55967,Sacred Wind Communications Inc.,SWC Telesolutions Inc.
55967,Sacred Wind Communications Inc.,Sacred Wind Communications Inc.
55970,Megawatt Communications LLC,Megawatt Communications LLC
55971,MI Connection Communications System,MI-Connection Communications System
55975,Lumos Telephone of Botetourt Inc.,Lumos Networks Inc
55981,"Wabash Telephone Cooperative, Inc.","Wabash Telephone Cooperative, Inc"
55982,Flat Rock Telephone Co-Op Incorporated,"Flat Rock Tel Coop, Inc."
55983,"Cable Services, inc.",CableServicesInc
55986,ShawneeLEC,ShawneeLec
55989,Kellin Communications,KellinCommunications
55990,"Sound Internet Services, Inc.",PogoZone
55992,"AgPro Wireless, LLC",AgPro Wireless LLC
55994,"S-Net Communications, Inc.",SNET
55996,"Amplex Electric, Inc.",Amplex Wireless
56000,Business Only Broadband,"BOB, LLC"
56001,"Heritage Broadband, LLC","Heritage Broadband, LLC"
56004,"ViaSat, Inc.",Viasat Inc
56006,Cablevision Lightpath CT LLC,Lightpath
56007,Henry County Telephone Company,Henry County Communications
56008,"Taylor Telephone Cooperative, Inc.","Taylor Telephone Cooperative, Inc."
56009,"Central Arkansas Telephone Cooperative,  Inc",CentralArkansasTeleCoop
56014,HTN,The Home Town Network Inc.
56017,HIGHLAND TELEPHONE COOPERATIVE,Highland Telephone Cooperative
56018,Plant TiftNet,Plant TiftNet
56020,"Roosevelt County Rural Telephone Cooperative, Inc.",Yucca Telecom
56024,Cambridge Telephone Company,Cambridge Telcom
56027,"US Signal Company, LLC",US Signal Company
56029,"Bruce Telephone Company,Inc.","Bruce Telephone Company,Inc."
56030,"ITS Fiber, LLC",ITS Fiber
56031,"Colorado Valley Telephone Cooperative, Inc.","Colorado Valley Telephone Cooperative, Inc."
56032,"BARConnects, LLC",BARC
56037,CHICKAMAUGA TELEPHONE CORPORATION,Chickamauga
56039,"BullsEye Telecom, Inc.",Bullseye
56041,City of Madison,MUFN
56042,"XIT Rural Telephone Cooperative, Inc.","XIT Rural Telephone Cooperative, Inc."
56044,"Nelsonville TV Cable, Inc.",Nelsonville TV Cable Inc.
56045,Cablevision Lightpath NJ LLC,Lightpath
56046,Springport Telephone Company,Springport Telephone Company
56049,iZone Broadband LLC,iZone Broadband LLC
56050,Logan Telephone Cooperative Inc,Logan Telephone Cooperative
56052,"Mound Bayou Telephone & Communications, Inc.",Mound Bayou
56053,"WEHCO Video, Inc.",Cam-Tel Company
56053,"WEHCO Video, Inc.",East Arkansas Cable TV
56053,"WEHCO Video, Inc.",Hope Community TV Prescott Video
56053,"WEHCO Video, Inc.","Longview Cable Television, Inc."
56053,"WEHCO Video, Inc.",Pine Bluff Cable TV
56053,"WEHCO Video, Inc.",Resort Cable TV
56053,"WEHCO Video, Inc.",Tahlequah Cable TV
56053,"WEHCO Video, Inc.",Vicksburg Video
56053,"WEHCO Video, Inc.",White County Cable TV
56054,TELE PAGE INC,"Tele-Page, Inc."
56055,"Santel Communications Cooperative, Inc.",Santel Communications Cooperative Inc
56056,Woodhull Community Telephone Company,Woodhull Telephone Company
56057,"Cablevision Lightpath-NY, Inc.",Lightpath
56058,MontanaSky West LLC,"MontanaSky West, LLC."
56059,Cincinnati Bell Extended Territories LLC,Cincinnati Bell Extended Territories LLC
56060,Glenwood Telephone Membership Corporation,Glenwood Telephone Membership Corp
56061,Cincinnati Bell Any Distance Inc.,CBTS Technology Solutions LLC
56069,Bridger Valley Electric Association Inc,Bridger Valley Electric Association Inc
56071,"Kainos Technologies, LLC",Kainos Technologies
56073,Pattersonville Telephone Company,Pattersonville Telephone Company
56074,McMinnville Access Company,OnlineNW
56074,McMinnville Access Company,XS Media
56076,"Colorado Valley Communications, Inc.","Colorado Valley Communications, Inc."
56077,Cloudburst9  LLC,"Cloudburst 9, LLC"
56085,GMN Wireless Broadband,GMN Broadband
56088,Haefele TV Inc.,Haefele TV
56094,"Fort Mojave Telecommunications, Inc.","Fort Mojave Telecommunications, Inc."
56095,Penasco Valley Telephone Coop,PVT
56096,"First Communications, LLC",First Communications LLC
56099,"NEC Cloud Communications America, Inc.","NEC Cloud Communications America, Inc."
56101,Go Fiber LLC,Go Fiber LLC
56105,Luminate Fiber LLC,Luminate Fiber
56107,QX.net,QXNET
56108,MTC COMMUNICATIONS INC,MTC Communications
56115,Geneseo Telephone Company,Geneseo Communications
56119,Lafayette City Parish Consolidated Government,LUSFiber
56121,Diverse Communications Inc.,"Diverse Communications, Inc."
56122,"Big Bend Telephone Company, Inc.",Big Bend Telecom
56122,"Big Bend Telephone Company, Inc.",Big Bend Telephone Company
56123,"Bee Line, Inc.",BEE LINE CABLE
56125,"Central Virginia Services, Inc.",Firefly Fiber Broadband
56126,Matanuska Telephone Association Inc.,MATANUSKA TELEPHONE
56127,"Orlando Telephone Company, Inc.","Dais Communications, LLC"
56127,"Orlando Telephone Company, Inc.",Summit Broadband Inc.
56130,BLIP Networks LLC,BLIP Networks
56135,Hospers Telephone Exchange Inc. d/b/a Premier Communications,Hospers Telephone Exchange
56137,"Totah Communications, Inc.","BartNet IP, LLC"
56137,"Totah Communications, Inc.","Totel Customer Services, Inc."
56140,Community Antenna Service Inc.,"Community Antenna Service, Inc."
56141,"MILFORD COMMUNICATIONS, LLC",Milford Communications
56143,TCA - The Community Agency,The Community Agency (TCA)
56144,WIFIRUS,"WIFIRUS, LLC."
56149,"CCT Telecommunications, Inc.",CCT Telecomm
56150,Mutual Telephone Company,Premier Communications
56151,Pioneer Telephone Company,Pioneer Telephone Company
56153,Cablevision of Marion County LLC,Cablevision of Marion County LLC
56154,NORTHEAST RURAL SERVICES,BOLT Fiber Optic Services
56155,Bernard Communications,Bernard Communications
56156,Colton Telephone  Company,Colton Telephone Company
56158,Applied Connective Technologies,Applied Connective Technologies
56159,"Glenwood Network Services, Inc",Glenwood Network Services Inc
56161,Pacific Independent Technology Alliance LLC,Pacific Independent Technology Alliance LLC
56165,1965,Optivon Inc.
56168,FMTC I-35 Inc,FMTCI35
56170,"Spectrotel, Inc.",Spectrotel
56173,"THE T1 COMPANY, LLC","THE T1 COMPANY, LLC"
56174,HDER Link,HDER LINK
56175,SkyNet Communications of Kentucky LLC,SkyNet Communications of Kentucky LLC
56177,Filer Mutual Telephone Company,Filer Mutual Telephone Co
56180,"Universal Telcom, LLC",Universal
56182,"Ascent Broadband, LLC",Ascent Broadband
56184,EMC Connections,TRAILWAVE FIBER INC
56187,"LightGig Communications, LLC",Lightgig Communications
56188,Manawa Telephone Co Inc,Solarus
56191,"PD Fiber, LLC","PD Fiber, LLC"
56192,Terral Telephone Company,Terral Telephone dba Wavelinx
56193,"Universal Connectivity, Inc.",Universal Connectivity
56195,Accipiter Communications Incorporated,ZONA WYYERD
56196,Custer Telephone Broadband Services LLC,Custer Telephone Broadband Services LLC
56198,Lexsar Solutions Inc,Lexsar Solutions Inc
56199,"Meridian LTE, LLC",Meridian LTE
56204,"Guadalupe Valley Telephone Cooperative, Inc.",GVTC
56206,"Central Wisconsin Communications, LLC","Central Wisconsin Communications, LLC"
56208,Dialog Telecommunications Inc.,Dialog Telecommunications
56211,"National Telephone of Alabama, Inc.",National Telephone of Alabama
56212,"Roanoke Telephone Co., Inc.",Roanoke Telephone Company
56213,"Crockett Telephone Co., Inc.","Crockett Telephone Company, Inc."
56215,"West Tennessee Telephone Co., Inc.","West Tennessee Telephone Company, Inc."
56217,"TEC of Jackson, Inc","TEC of Jackson, Inc."
56221,Guadalupe Valley Communications Systems L.P.,GVTC
56222,"Blackfoot Communications, Inc.","Blackfoot Communications, Inc."
56223,"Wood County Telephone Company,  DBA",Solarus
56224,"California Telecom, Inc.","California Telecom, Inc."
56225,"Progressive Rural Telephone Cooperative , Inc",Progressive Rural Telephone
56230,NEP Telephone Company,The North Eastern Pennsylvania Telephone Company
56231,"Hill Country Telephone Cooperative, Inc.",HCTC
56233,Axion,Axion
56234,"Buckeye TeleSystem, Inc.",Buckeye Telesystem
56237,PRTC,"Piedmont Rural Telephone Cooperative, Inc."
56238,"Gibson Connect, LLC",Gibson Connect
56242,Brantley Telephone Company Inc,Brantley Telephone Co
56244,Upward Access LLC,"Upward Access, LLC"
56249,Champlain Telephone Company,Champlain Telephone Company
56251,Magtel Cellular,MagazineTelephoneCompany
56252,"Michwave Technologies, Inc.",Michwave Technologies
56253,BPS Telephone Company,BPS Telephone Company
56254,"TIDEWATER TELECOM, INC.","TIDEWATER TELECOM, INC."
56255,"Hill Country Telephone Cooperative, Inc.",HCT
56257,City of Brookings Telephone Fund,City of Brookings Telephone Fund
56258,"Primelink, Inc.",PrimeLink Inc.
56259,Cass Clay Wireless,Cass Clay Wireless
56260,"Lincolnville Networks, Inc.","Lincolnville Networks, Inc."
56262,"Parker FiberNet, LLC","Parker FiberNet, LLC"
56263,"Ragland Telephone Co., Inc.",Ragland Telephone Company Inc
56266,Getwireless.net,"Getwireless.net, Inc."
56269,City of Auburn,Auburn Essential Services
56273,"TRI County Telephone Association, Inc.",TCT CLEC
56273,"TRI County Telephone Association, Inc.",TCT ILEC
56273,"TRI County Telephone Association, Inc.",TCTCLEC
56273,"TRI County Telephone Association, Inc.",TRI COUNTY
56274,"Ouraynet, Inc.",Ouraynet
56280,Farmers Mutual Telephone Cooperative,USA COMMUNICATIONS
56282,"Digital West Networks, Inc.",Digital West Networks Inc
56283,Board of Water Electric & Communication,Muscatine Power And Water
56283,Board of Water Electric & Communication,Muscatine Power and Water
56284,Pine Belt Broadcasting LLC,Pine Belt Broadcasting
56288,"Midwest Energy Cooperative, Inc. dba Midwest Connections",Midwest Energy & Communications
56289,"Southern Internet, Inc.","Southern Internet, Inc."
56292,Reserve Long Distance d/b/a Reserve Telecommunications,Reserve Telecommunications
56294,DR Internet,DR Internet
56296,"Shellsburg Cablevision, Inc.",USA COMMUNICATIONS
56298,"KINEX TELECOM, INC.","Kinex Telecom, Inc."
56299,Lackawaxen Telecommunications Services Inc,Lackawaxen Telecommunications Services Inc
56300,CSC Holdings LLC,Cablevision
56301,Stimulus Technologies of Missouri LLC,Stimulus Technologies
56304,"Missouri Telecom, Inc.",MissouriTelecom
56306,"WideOpenWest Georgia, LLC.",WOW
56307,"R.M.Greene,Inc.",Cable TV of East Alabama
56308,Helix Telephone Company,Helix Telephone Company
56315,"BLOOMINGDALE HOME TELEPHONE COMPANY,INC.","BLOOMINGDALE HOME TELEPHONE COMPANY,INC."
56318,"Fulton Telephone Company, Inc.",Fulton
56320,Farmers & Merchants Mutual Telephone Company,Farmers & Merchants Mutual Telephone Company
56327,"Shellsburg Cablevision, Inc.",USA COMMUNICATIONS
56330,West Kentucky Rural Telephone Coop Corp Inc,WK&T Telecommunications Incorporated
56331,Xtreme Enterprises LLC,Xtreme Internet
56334,"Valleynet, Inc.",ECFIBER
56339,Ottoville Mutual Telephone Company,Ottoville Mutual Telephone Company
56341,"Lone Pine Television, Inc.","Lone Pine Communications,INC"
56344,City of Hawarden,City of Hawarden
56352,"BEH Communications, LLC",BEHCommunications
56356,Broadband Corp,Broadband Corp
56358,"TRI County Telephone Association, Inc.",TCT CLEC
56358,"TRI County Telephone Association, Inc.",TCT ILEC
56358,"TRI County Telephone Association, Inc.",TCTCLEC
56358,"TRI County Telephone Association, Inc.",TRI COUNTY
56361,Ottoville Mutual Telephone Company,Ottoville Mutual Telephone Company
56364,River Canyon Wireless,River Canyon Wireless
56366,St Paul Coop Telephone Assoc,St Paul Coop Telephone Assoc
56369,"Advanced Corporate Networking, Inc.",DigitalBackOffice
56370,"Trinicom Communications, LLC","Trinicom Communications, LLC"
56371,Andrew Cohill,WideOpenBlacksburg
56372,Oxford Telephone Company,Oxford County Telephone Company
56373,"JCMM VENTURES, LLC d/b/a Net-Change.Com",Net-Change.Com
56374,"Lake Livingston Telephone Company, Inc.",Lake Livingston Telephone
56375,Webb-Dickens Telephone Corporation,Premier Communications
56377,Casey Mutual Telephone Company,Casey Mutual Telephone Company
56378,Casey Mutual Telephone Company,Casey Mutual Telephone Company
56381,"Gargoyle Technologies, Inc.",Volo Broadband
56383,Brazos WiFi,BrazosWiFi
56384,Gorham Telephone Company,Gorham Telephone Company Inc.
56385,Highland Communication Services,Highland Communication Services
56386,Northern Iowa Telephone Company,Northern Iowa Telephone Company
56387,Oneida Network Services,Oneida Network Services Inc
56388,Community Fiber Solutions Incorporated,Community Fiber Solutions
56390,"ALSAT Home Electronics, LLC",Alsat Wireless
56391,Ellijay Telephone Co,Ellijay Telephone Co
56393,Owensboro Municipal Utilities,Owensboro Municipal Utilities
56398,"Callis Communications, Inc.",C Spire
56401,Home Telephone Company,HOME TELEHONE COMPANY
56401,Home Telephone Company,HOME TELEPHONE COMPANY
56406,Canyon Wireless,Canyon Wireless
56407,Whitestone Community Association d/b/a Whitestone Power &  Communications,Whitestone Power & Communications
56411,IllinoisNet.com,IllinoisNet.com
56412,Heartland Telecommunications Company of Iowa,Premier Communications
56413,W A T C H TV,Watch Communications
56415,Bethesda Wireless,Bethesda Wireless LLC
56419,"Eagle Internet Services, LLC","Eagle Internet Services, LLC"
56420,"Farmers Telecommunications Cooperative, Inc.","Farmers Telecommunications Cooperative, Inc"
56422,Citizens Telephone Cooperative,Citizens Telephone Cooperative
56423,Farmers Telecommunications Corporation,FTC
56423,Farmers Telecommunications Corporation,Farmers Telecommunications Corporation
56424,"Onvoy, LLC",ANPI Business
56425,Peoples Telephone Company,Peoples Telephone Company
56430,"City of LaGrange, Georgia",City of LaGrange
56431,EMPOWER Broadband,EMPOWER Broadband
56432,Oneida Telephone Exchange,Oneida Telephone Exchange
56433,"Spruce Knob Seneca Rocks Telephone, Inc.","Spruce Knob Seneca Rocks Telephone, Inc."
56435,"Voyant Communications, LLC",Voyant Communications
56436,"Andrena, Inc.",Andrena
56438,Missouri Network Alliance LLC,Missouri Network Alliance LLC
56440,"Pickwick Cablevision, Inc.",Pickwick Cablevision Inc.
56441,"Community Digital Wireless, LC","Community Digital Wireless, LLC"
56443,Radio Link Internet,Radio Link Internet
56444,Castleberry Telephone Company Inc,CastleberryTelephone
56445,"Westphalia Broadband, Inc.","Westphalia Broadband, Inc."
56448,"Birch Communications, Inc.","Fusion Cloud Services, Inc."
56449,"Prairieburg Telephone Company, Inc.",PrairieburgTelephoneCo
